Name *,"Categories (x,y,z...)",Price tax included,Tax rules ID,Wholesale price,Reference #,Supplier reference #,Supplier,Manufacturer,EAN13,Weight,Quantity,Summary,"Tags (x,y,z...)",Meta title,Meta keywords,Meta description,URL rewritten,"Available for order (0 = No, 1 = Yes)","Image URLs (x,y,z...)","Image alt texts (x,y,z...)",
Cushion eg cotton,Objetos Decorativo,"10,98",1,"32,94",613779,613779,Natal,Natal,8720194219614,5.9,8,Cushion eg cotton 2ass,"Cushion, 613779, christmas, Natal, 8720194219614, Objetos Decorativo",Cushion eg cotton,,Cushion eg cotton 2ass,Natal-613779,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/613779.jpg?sv=2018-11-09&se=2023-09-27T10%3A44%3A58Z&sr=c&sp=r&sig=ZIsWH5vwERb86zxtiSyTbLh%2Bhkf8DBwGeHOsXcKYfPg%3D,Cushion eg cotton,Comprimento:10cm:1;Largura:45cm:1;Altura:45cm:1
Doormat coir,Objetos Decorativo,"5,81",1,"17,43",617702,617702,Natal,Natal,8720194337721,8.1,6,Doormat coir 2ass indoor and outdoor,"Doormat, 617702, christmas, Natal, 8720194337721, Objetos Decorativo",Doormat coir,,Doormat coir 2ass indoor and outdoor,Natal-617702,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/617702.jpg?sv=2018-11-09&se=2023-09-27T10%3A44%3A59Z&sr=c&sp=r&sig=rtCzBB8db7wrRmCSCAGrkIbGIUBIFzeiNM%2BLHVVcw6Y%3D,Doormat coir,Comprimento:40cm:1;Largura:60cm:1;Altura:1.5cm:1
Plate pp foil,Objetos Decorativo,"1,46",1,"4,38",643491,643491,Natal,Natal,8720194895405,7.8,24,Plate pp foil flower relief,"Plate, 643491, christmas, Natal, 8720194895405, Objetos Decorativo",Plate pp foil,,Plate pp foil flower relief,Natal-643491,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/643491.jpg?sv=2018-11-09&se=2023-09-27T10%3A45%3A00Z&sr=c&sp=r&sig=Iqodw7mQkYEp2PnPJj6PttK6UM2JKbzWy6hRU7XKy70%3D,Plate pp foil,Altura:1.5cm:1;Diâmetro:33cm:1
Plate glass clear,Objetos Decorativo,"5,01",1,"15,03",646320,646320,Natal,Natal,8720194791004,13.5,18,Plate glass clear gold rim,"Plate, 646320, christmas, Natal, 8720194791004, Objetos Decorativo",Plate glass clear,,Plate glass clear gold rim,Natal-646320,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/646320.jpg?sv=2018-11-09&se=2023-09-27T10%3A45%3A01Z&sr=c&sp=r&sig=6Q%2F2EYdWDG5FfVLdB7LuD8XRAt8MTFpRkYcERoHTTmg%3D,Plate glass clear,Altura:1.5cm:1;Diâmetro:26.5cm:1
Plate glass clear,Objetos Decorativo,"3,71",1,"11,13",646321,646321,Natal,Natal,8720194790618,9.6,24,Plate glass clear gold rim,"Plate, 646321, christmas, Natal, 8720194790618, Objetos Decorativo",Plate glass clear,,Plate glass clear gold rim,Natal-646321,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/646321.jpg?sv=2018-11-09&se=2023-09-27T10%3A45%3A02Z&sr=c&sp=r&sig=tDKAL5rkdCmkdJlIrP0aE%2F27MOf48WMYKfWmXald38g%3D,Plate glass clear,Altura:1.5cm:1;Diâmetro:20.5cm:1
Bowl glass clear,Objetos Decorativo,"4,13",1,"12,39",646322,646322,Natal,Natal,8720194791097,5.5,12,Bowl glass clear gold rim,"Bowl, 646322, christmas, Natal, 8720194791097, Objetos Decorativo",Bowl glass clear,,Bowl glass clear gold rim,Natal-646322,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/646322.jpg?sv=2018-11-09&se=2023-09-27T10%3A45%3A05Z&sr=c&sp=r&sig=31jjTMtz9nVaWQYirXYeIbVHrxKq3zfvfwcyzVij8PE%3D,Bowl glass clear,Altura:7cm:1;Diâmetro:14.5cm:1
shiny - matt,Objetos Decorativo,"28,62",1,"85,86",649101,649101,Natal,Natal,8720194559307,10.64,2,Vase recycled glass shiny - matt with rib 2col ass,"shiny, 649101, christmas, Natal, 8720194559307, Objetos Decorativo",shiny - matt,,Vase recycled glass shiny - matt with rib 2col ass,Natal-649101,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/649101.jpg?sv=2018-11-09&se=2023-09-27T10%3A45%3A54Z&sr=c&sp=r&sig=KmG7MW%2Fh1co5zi0uvPCzCu6IyS0CRiHGYrjXMIWnXiM%3D,shiny - matt,Altura:44cm:1;Diâmetro:34cm:1
Vase terracotta,Objetos Decorativo,"13,64",1,"40,92",650384,650384,Natal,Natal,8720194446287,5.5,1,Vase terracotta,"Vase, 650384, christmas, Natal, 8720194446287, Objetos Decorativo",Vase terracotta,,Vase terracotta,Natal-650384,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/650384.jpg?sv=2018-11-09&se=2023-09-27T10%3A45%3A55Z&sr=c&sp=r&sig=aEnaqqlc9oAlwi1ntw1aKewtQP4u5tYLVoUFHyMuW5w%3D,Vase terracotta,Altura:33cm:1;Diâmetro:27cm:1
Vase terracotta,Objetos Decorativo,"9,80",1,"29,4",650385,650385,Natal,Natal,8720194444160,10.7,2,Vase terracotta,"Vase, 650385, christmas, Natal, 8720194444160, Objetos Decorativo",Vase terracotta,,Vase terracotta,Natal-650385,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/650385.jpg?sv=2018-11-09&se=2023-09-27T10%3A45%3A57Z&sr=c&sp=r&sig=tzjHnq73%2F8%2FUI19%2B8p4pwV1tmiiMHIjbibEyMIoZ1tE%3D,Vase terracotta,Altura:25cm:1;Diâmetro:27cm:1
Vase terracotta sand,Objetos Decorativo,"13,64",1,"40,92",650390,650390,Natal,Natal,8720194446485,5.5,1,Vase terracotta sand,"Vase, 650390, christmas, Natal, 8720194446485, Objetos Decorativo",Vase terracotta sand,,Vase terracotta sand,Natal-650390,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/650390.jpg?sv=2018-11-09&se=2023-09-27T10%3A45%3A58Z&sr=c&sp=r&sig=p8EvZyp7vfH8aRy%2BBZRzpqYte%2FgLgdKQ0cL1ucTNAOo%3D,Vase terracotta sand,Altura:33cm:1;Diâmetro:27cm:1
Vase terracotta sand,Objetos Decorativo,"9,80",1,"29,4",650391,650391,Natal,Natal,8720194445020,10.5,2,Vase terracotta sand,"Vase, 650391, christmas, Natal, 8720194445020, Objetos Decorativo",Vase terracotta sand,,Vase terracotta sand,Natal-650391,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/650391.jpg?sv=2018-11-09&se=2023-09-27T10%3A45%3A59Z&sr=c&sp=r&sig=5cpQP72sKHxfikCWeh682tL3MfWTT7JAsc6USnit%2F6s%3D,Vase terracotta sand,Altura:25cm:1;Diâmetro:27cm:1
Planter terracotta matt,Objetos Decorativo,"15,97",1,"47,91",650396,650396,Natal,Natal,8720194446782,6,1,Planter terracotta matt,"Planter, 650396, christmas, Natal, 8720194446782, Objetos Decorativo",Planter terracotta matt,,Planter terracotta matt,Natal-650396,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/650396.jpg?sv=2018-11-09&se=2023-09-27T10%3A46%3A00Z&sr=c&sp=r&sig=PkKn4f2TBhAOwbIf0ms8XjVXUc3t2lMnD8R6CEKsAwA%3D,Planter terracotta matt,Altura:31cm:1;Diâmetro:29cm:1
Planter terracotta matt,Objetos Decorativo,"9,19",1,"27,57",650397,650397,Natal,Natal,8720194445501,7.2,2,Planter terracotta matt,"Planter, 650397, christmas, Natal, 8720194445501, Objetos Decorativo",Planter terracotta matt,,Planter terracotta matt,Natal-650397,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/650397.jpg?sv=2018-11-09&se=2023-09-27T10%3A46%3A03Z&sr=c&sp=r&sig=8tPE0zoO%2BLfdUezm7a%2FhwcdS1kr%2B1jfANdzBjMt2ldk%3D,Planter terracotta matt,Altura:25cm:1;Diâmetro:25cm:1
Doormat coir,Objetos Decorativo,"5,81",1,"17,43",661703,661703,Natal,Natal,8720194336830,8.1,6,Doormat coir 2ass indoor and outdoor,"Doormat, 661703, christmas, Natal, 8720194336830, Objetos Decorativo",Doormat coir,,Doormat coir 2ass indoor and outdoor,Natal-661703,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/661703.jpg?sv=2018-11-09&se=2023-09-27T10%3A46%3A40Z&sr=c&sp=r&sig=KNbI5c0NheNMZi9rcLUwRgmFHZqRGqkB7oegGLT%2FkmQ%3D,Doormat coir,Comprimento:40cm:1;Largura:60cm:1;Altura:1.5cm:1
Tablerunner polyester,Objetos Decorativo,"2,79",1,"8,37",668822,668822,Natal,Natal,8720093783568,2.5,24,Tablerunner polyester 2ass,"Tablerunner, 668822, christmas, Natal, 8720093783568, Objetos Decorativo",Tablerunner polyester,,Tablerunner polyester 2ass,Natal-668822,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/668822.jpg?sv=2018-11-09&se=2023-09-27T10%3A46%3A41Z&sr=c&sp=r&sig=JmbH4lZFx5YncK%2F02RT0niU7slVjn24368f%2FHBV0PdY%3D,Tablerunner polyester,Comprimento:32cm:1;Largura:150cm:1;Altura:0.5cm:1
Galloway spruce LED,Objetos Decorativo,"371,50",1,"1114,5",670206,670206,Natal,Natal,8720194324974,23,1,Galloway spruce LED indoor,"Galloway, 670206, christmas, Natal, 8720194324974, Objetos Decorativo",Galloway spruce LED,,Galloway spruce LED indoor,Natal-670206,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/670206.jpg?sv=2018-11-09&se=2023-09-27T10%3A46%3A42Z&sr=c&sp=r&sig=gkKq7taznoCq3ICrOVfbYUJ2qnhqnx5Za7RjCMeMbu4%3D,Galloway spruce LED,Altura:240cm:1;Diâmetro:150cm:1
Alpine fir snowy,Objetos Decorativo,"66,22",1,"198,66",674071,674071,Natal,Natal,8718533663242,4.2,1,Alpine fir snowy Micro LED indoor,"Alpine, 674071, christmas, Natal, 8718533663242, Objetos Decorativo",Alpine fir snowy,,Alpine fir snowy Micro LED indoor,Natal-674071,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/674071.jpg?sv=2018-11-09&se=2023-09-27T10%3A46%3A43Z&sr=c&sp=r&sig=vnhJ2EgGig0%2Fhy3r%2FVUgxr5Vd2zacMgQm5BYOA5c3dY%3D,Alpine fir snowy,Altura:180cm:1;Diâmetro:41cm:1
Alpine fir snowy,Objetos Decorativo,"82,58",1,"247,74",674072,674072,Natal,Natal,8718533663266,5.7,2,Alpine fir snowy Micro LED indoor,"Alpine, 674072, christmas, Natal, 8718533663266, Objetos Decorativo",Alpine fir snowy,,Alpine fir snowy Micro LED indoor,Natal-674072,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/674072.jpg?sv=2018-11-09&se=2023-09-27T10%3A46%3A44Z&sr=c&sp=r&sig=xvBVLQUmVx1%2BzDKM58mb7pZ%2FQNuh%2BsNb9bNWIE4FFaY%3D,Alpine fir snowy,Altura:210cm:1;Diâmetro:50cm:1
Alpine fir snowy,Objetos Decorativo,"113,95",1,"341,85",674073,674073,Natal,Natal,8720194648674,7.2,2,Alpine fir snowy Micro LED indoor,"Alpine, 674073, christmas, Natal, 8720194648674, Objetos Decorativo",Alpine fir snowy,,Alpine fir snowy Micro LED indoor,Natal-674073,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/674073.jpg?sv=2018-11-09&se=2023-09-27T10%3A46%3A45Z&sr=c&sp=r&sig=B5y7nCIfS1qGD8KOdF6wgPBXLCXwLnvURBdyAzavJXk%3D,Alpine fir snowy,Altura:240cm:1;Diâmetro:60cm:1
Alpine fir,Objetos Decorativo,"39,45",1,"118,35",680071,680071,Natal,Natal,8719152783236,3.4,2,Alpine fir,"Alpine, 680071, christmas, Natal, 8719152783236, Objetos Decorativo",Alpine fir,,Alpine fir,Natal-680071,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/680071.jpg?sv=2018-11-09&se=2023-09-27T10%3A46%3A49Z&sr=c&sp=r&sig=EtbgQE2s6RkuUNXdR9H9eV%2F0lHK9yM5%2FozpXSdQawB4%3D,Alpine fir,Altura:180cm:1;Diâmetro:41cm:1
Alpine fir,Objetos Decorativo,"49,59",1,"148,77",680072,680072,Natal,Natal,8719152783243,4.5,2,Alpine fir,"Alpine, 680072, christmas, Natal, 8719152783243, Objetos Decorativo",Alpine fir,,Alpine fir,Natal-680072,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/680072.jpg?sv=2018-11-09&se=2023-09-27T10%3A47%3A41Z&sr=c&sp=r&sig=LFTy%2BixiU8CpwCZ6X5sMO3Am3kf1Pto7tNHKxbYN4k0%3D,Alpine fir,Altura:210cm:1;Diâmetro:50cm:1
Alpine fir snowy,Objetos Decorativo,"32,42",1,"97,26",680080,680080,Natal,Natal,8719152783274,2.5,2,Alpine fir snowy,"Alpine, 680080, christmas, Natal, 8719152783274, Objetos Decorativo",Alpine fir snowy,,Alpine fir snowy,Natal-680080,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/680080.jpg?sv=2018-11-09&se=2023-09-27T10%3A47%3A43Z&sr=c&sp=r&sig=a7ZlitkhFVKCdrO9wHcrA9nibrF811UvoZ73%2BYRZ7xA%3D,Alpine fir snowy,Altura:150cm:1;Diâmetro:36cm:1
Alpine mini tree,Objetos Decorativo,"11,32",1,"33,96",680091,680091,Natal,Natal,8719152783335,6.3,8,Alpine mini tree indoor,"Alpine, 680091, christmas, Natal, 8719152783335, Objetos Decorativo",Alpine mini tree,,Alpine mini tree indoor,Natal-680091,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/680091.jpg?sv=2018-11-09&se=2023-09-27T10%3A47%3A44Z&sr=c&sp=r&sig=D%2Fr0Q8uFaNMbKuNEvz%2BidCpvU4lji1KoSNF2IdlNY2Q%3D,Alpine mini tree,Altura:60cm:1;Diâmetro:30cm:1
Alpine mini tree,Objetos Decorativo,"13,33",1,"39,99",680101,680101,Natal,Natal,8719152783373,6.5,8,Alpine mini tree snowy indoor,"Alpine, 680101, christmas, Natal, 8719152783373, Objetos Decorativo",Alpine mini tree,,Alpine mini tree snowy indoor,Natal-680101,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/680101.jpg?sv=2018-11-09&se=2023-09-27T10%3A47%3A45Z&sr=c&sp=r&sig=BFeH8R1PCScfGWB8G71EQLmGp1gFjEpxBa4Sw7SJnvo%3D,Alpine mini tree,Altura:60cm:1;Diâmetro:30cm:1
Alpine mini tree,Objetos Decorativo,"18,54",1,"55,62",680102,680102,Natal,Natal,8719152783380,6.7,6,Alpine mini tree snowy indoor,"Alpine, 680102, christmas, Natal, 8719152783380, Objetos Decorativo",Alpine mini tree,,Alpine mini tree snowy indoor,Natal-680102,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/680102.jpg?sv=2018-11-09&se=2023-09-27T10%3A47%3A46Z&sr=c&sp=r&sig=GtvsMweAUrUTMgzE3d6hTQS5r5ucIs1lqAhZhn%2BiCFo%3D,Alpine mini tree,Altura:75cm:1;Diâmetro:36cm:1
Grandis garland snowy,Objetos Decorativo,"20,21",1,"60,63",680859,680859,Natal,Natal,8720194653067,5.4,4,Grandis garland snowy indoor,"Grandis, 680859, christmas, Natal, 8720194653067, Objetos Decorativo",Grandis garland snowy,,Grandis garland snowy indoor,Natal-680859,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/680859.jpg?sv=2018-11-09&se=2023-09-27T10%3A47%3A47Z&sr=c&sp=r&sig=9eud7f2wTgCc4gqxsm30R%2BCu3FQYVS%2Bolb%2FKZZ4aH9w%3D,Grandis garland snowy,Comprimento:270cm:1;Largura:4cm:1;Altura:8cm:1
Branch red berries,Objetos Decorativo,"0,53",1,"1,59",681023,681023,Natal,Natal,8720194658598,1.5,144,Branch red berries indoor,"Branch, 681023, christmas, Natal, 8720194658598, Objetos Decorativo",Branch red berries,,Branch red berries indoor,Natal-681023,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/681023.jpg?sv=2018-11-09&se=2023-09-27T10%3A48%3A39Z&sr=c&sp=r&sig=5DqZM709tUCStsiqJRuGzg5mgKiAIB8Tn18El7z0Un4%3D,Branch red berries,Comprimento:6cm:1;Largura:8cm:1;Altura:21.5cm:1
Norway wreath snowy,Objetos Decorativo,"18,17",1,"54,51",681526,681526,Natal,Natal,8720194654620,4,6,Norway wreath snowy indoor,"Norway, 681526, christmas, Natal, 8720194654620, Objetos Decorativo",Norway wreath snowy,,Norway wreath snowy indoor,Natal-681526,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/681526.jpg?sv=2018-11-09&se=2023-09-27T10%3A48%3A40Z&sr=c&sp=r&sig=1RKazdvfG9O%2FBZrhKqqmbbWW9QIBcnm2oc6AMctoeCo%3D,Norway wreath snowy,Altura:10cm:1;Diâmetro:50cm:1
Norway garland snowy,Objetos Decorativo,"28,42",1,"85,26",681529,681529,Natal,Natal,8720194653357,4.4,4,Norway garland snowy indoor,"Norway, 681529, christmas, Natal, 8720194653357, Objetos Decorativo",Norway garland snowy,,Norway garland snowy indoor,Natal-681529,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/681529.jpg?sv=2018-11-09&se=2023-09-27T10%3A48%3A41Z&sr=c&sp=r&sig=zv27bydIzS02Nz7Ff5cYmN6zj3pM9q3eOndRUf%2FiM6s%3D,Norway garland snowy,Comprimento:270cm:1;Diâmetro:46cm:1
R/w berrie wreath,Objetos Decorativo,"20,67",1,"62,01",682851,682851,Natal,Natal,8718532564557,2.6,4,"R/w berrie wreath snowy red berries, pinecones indoor","R/w, 682851, christmas, Natal, 8718532564557, Objetos Decorativo",R/w berrie wreath,,"R/w berrie wreath snowy red berries, pinecones indoor",Natal-682851,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/682851.jpg?sv=2018-11-09&se=2023-09-27T10%3A48%3A42Z&sr=c&sp=r&sig=Lkr%2FMdRmon9anydBl43IOfC3vtIqcAC1u7ya%2BumhF4o%3D,R/w berrie wreath,Altura:12cm:1;Diâmetro:60cm:1
Norway spruce snowy,Objetos Decorativo,"208,52",1,"625,56",684837,684837,Natal,Natal,8720194650004,10.8,1,Norway spruce snowy,"Norway, 684837, christmas, Natal, 8720194650004, Objetos Decorativo",Norway spruce snowy,,Norway spruce snowy,Natal-684837,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/684837.jpg?sv=2018-11-09&se=2023-09-27T10%3A48%3A44Z&sr=c&sp=r&sig=Z4VL2TpiWBTe6GuXWb2MCW3jzC5XXPLOYEpkIpHboNs%3D,Norway spruce snowy,Altura:210cm:1;Diâmetro:147cm:1
Norway spruce snowy,Objetos Decorativo,"278,25",1,"834,75",684838,684838,Natal,Natal,8720194649909,15.3,1,Norway spruce snowy,"Norway, 684838, christmas, Natal, 8720194649909, Objetos Decorativo",Norway spruce snowy,,Norway spruce snowy,Natal-684838,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/684838.jpg?sv=2018-11-09&se=2023-09-27T10%3A48%3A45Z&sr=c&sp=r&sig=jRt0cy9xM7ldumM%2F8U2qtc7oVQVj44iGBhm3mpZWDLo%3D,Norway spruce snowy,Altura:240cm:1;Diâmetro:170cm:1
Norway spruce snowy,Objetos Decorativo,"492,15",1,"1476,45",684839,684839,Natal,Natal,8720194650592,26.8,1,Norway spruce snowy,"Norway, 684839, christmas, Natal, 8720194650592, Objetos Decorativo",Norway spruce snowy,,Norway spruce snowy,Natal-684839,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/684839.jpg?sv=2018-11-09&se=2023-09-27T10%3A49%3A16Z&sr=c&sp=r&sig=PP%2BVlSFSN8vVHKgeUtkhcAaaDz4OJbA%2BL31aIZ%2FVybw%3D,Norway spruce snowy,Altura:300cm:1;Diâmetro:193cm:1
Tree stand poly,Objetos Decorativo,"31,08",1,"93,24",685243,685243,Natal,Natal,8720194654200,12,2,Tree stand poly concrete,"Tree, 685243, christmas, Natal, 8720194654200, Objetos Decorativo",Tree stand poly,,Tree stand poly concrete,Natal-685243,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/685243.jpg?sv=2018-11-09&se=2023-09-27T10%3A49%3A16Z&sr=c&sp=r&sig=PP%2BVlSFSN8vVHKgeUtkhcAaaDz4OJbA%2BL31aIZ%2FVybw%3D,Tree stand poly,Altura:40cm:1;Diâmetro:36cm:1
Tree ring paulownia,Objetos Decorativo,"20,41",1,"61,23",685305,685305,Natal,Natal,8720194647950,8.9,4,Tree ring paulownia wood,"Tree, 685305, christmas, Natal, 8720194647950, Objetos Decorativo",Tree ring paulownia,,Tree ring paulownia wood,Natal-685305,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/685305.jpg?sv=2018-11-09&se=2023-09-27T10%3A49%3A18Z&sr=c&sp=r&sig=Ar4BoFMASnEaO0TgqT7oQyWIKd8OsNM3HZWvpY03l8o%3D,Tree ring paulownia,Altura:28cm:1;Diâmetro:70cm:1
Tree ring sea,Objetos Decorativo,"10,34",1,"31,02",685306,685306,Natal,Natal,8720194505908,9.5,6,Tree ring sea grass,"Tree, 685306, christmas, Natal, 8720194505908, Objetos Decorativo",Tree ring sea,,Tree ring sea grass,Natal-685306,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/685306.jpg?sv=2018-11-09&se=2023-09-27T10%3A49%3A19Z&sr=c&sp=r&sig=cEdroRbZ9PnL0A%2BPsmU3rDCyg%2BwQwy1kV773Jbx3fnE%3D,Tree ring sea,Altura:28cm:1;Diâmetro:57cm:1
Tree ring sea,Objetos Decorativo,"14,31",1,"42,93",685307,685307,Natal,Natal,8720194503324,8.6,4,Tree ring sea grass,"Tree, 685307, christmas, Natal, 8720194503324, Objetos Decorativo",Tree ring sea,,Tree ring sea grass,Natal-685307,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/685307.jpg?sv=2018-11-09&se=2023-09-27T10%3A49%3A20Z&sr=c&sp=r&sig=aJTJcX0dS3X%2FQOMBZl9o6eMrQlJgY8DyZ1iLaatYUHw%3D,Tree ring sea,Altura:28cm:1;Diâmetro:70cm:1
Allison wreath snowy,Objetos Decorativo,"24,72",1,"74,16",688459,688459,Natal,Natal,8720194655108,3.8,4,Allison wreath snowy indoor,"Allison, 688459, christmas, Natal, 8720194655108, Objetos Decorativo",Allison wreath snowy,,Allison wreath snowy indoor,Natal-688459,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/688459.jpg?sv=2018-11-09&se=2023-09-27T10%3A49%3A21Z&sr=c&sp=r&sig=nPS9Q3feARfjTsBzCOIyUW3KmX7uI4cJ67aPB2akacU%3D,Allison wreath snowy,Altura:10cm:1;Diâmetro:80cm:1
Mini tree snowy,Objetos Decorativo,"4,98",1,"14,94",689606,689606,Natal,Natal,8719152290703,2.05,8,Mini tree snowy indoor,"Mini, 689606, christmas, Natal, 8719152290703, Objetos Decorativo",Mini tree snowy,,Mini tree snowy indoor,Natal-689606,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/689606.jpg?sv=2018-11-09&se=2023-09-27T10%3A49%3A55Z&sr=c&sp=r&sig=BaKTyU9hEtamxI1a2tOyskz1NcCyTVmmnzsKqqiy7tE%3D,Mini tree snowy,Comprimento:27cm:1;Largura:14cm:1;Altura:27cm:1
Allison pine misty,Objetos Decorativo,"94,82",1,"284,46",689826,689826,Natal,Natal,8720194504512,11.3,2,Allison pine misty,"Allison, 689826, christmas, Natal, 8720194504512, Objetos Decorativo",Allison pine misty,,Allison pine misty,Natal-689826,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/689826.jpg?sv=2018-11-09&se=2023-09-27T10%3A49%3A56Z&sr=c&sp=r&sig=ue94%2BMWhwmlGIyw4mKPQvPntdGXUfy0UTPsAxGHGCp8%3D,Allison pine misty,Altura:210cm:1;Diâmetro:127cm:1
Allison pine misty,Objetos Decorativo,"131,98",1,"395,94",689827,689827,Natal,Natal,8720194505113,15.6,2,Allison pine misty,"Allison, 689827, christmas, Natal, 8720194505113, Objetos Decorativo",Allison pine misty,,Allison pine misty,Natal-689827,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/689827.jpg?sv=2018-11-09&se=2023-09-27T10%3A49%3A57Z&sr=c&sp=r&sig=LCZCIbOa3i6XTRbHaHrnm5VghWfK0NhtnGXaFgUH8hM%3D,Allison pine misty,Altura:240cm:1;Diâmetro:152cm:1
Basket pe round,Objetos Decorativo,"47,18",1,"141,54",760115,760115,Natal,Natal,8720093072570,7,2,Basket pe round,"Basket, 760115, christmas, Natal, 8720093072570, Objetos Decorativo",Basket pe round,,Basket pe round,Natal-760115,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/760115.jpg?sv=2018-11-09&se=2023-09-27T10%3A49%3A58Z&sr=c&sp=r&sig=%2B%2FZIITySEAEoiyPf%2FbD2F0ZoF8h9AkCoV2uoPQejAT0%3D,Basket pe round,Altura:33cm:1;Diâmetro:40cm:1
Basket straw round,Objetos Decorativo,"46,90",1,"140,7",760274,760274,Natal,Natal,8720194824078,6.1,2,Basket straw round,"Basket, 760274, christmas, Natal, 8720194824078, Objetos Decorativo",Basket straw round,,Basket straw round,Natal-760274,1,https://ksdwepsaimagecloud.blob.core.windows.net/ksd-p-imagecloud-nas01/760274.jpg?sv=2018-11-09&se=2023-09-27T10%3A49%3A59Z&sr=c&sp=r&sig=4V2m5PzDz%2FhYVHkjsX1Ry0bsSFHAgLD12zmUtlsYLhw%3D,Basket straw round,Altura:34.5cm:1;Diâmetro:39cm:1
